1,6
1,7
1,8
1,13
1,18
1,21
1,23
1,26
1,34
1,35
1,37
1,39
1,41
1,44
1,46
1,49
1,50
1,51
1,52
1,54
1,55
1,58
1,62
1,63
1,67
1,68
1,69
1,70
1,71
1,72
1,73
2,1
2,5
2,6
2,7
2,10
2,11
2,13
2,14
2,16
2,18
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,28
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,39
2,40
2,41
2,44
2,45
2,46
2,47
2,48
2,49
2,50
2,51
2,52
2,54
2,55
2,56
2,57
2,58
2,59
2,61
2,62
2,63
2,64
2,65
2,66
2,67
2,68
2,69
2,70
2,71
2,72
2,73
2,74
2,75
2,76
3,5
3,7
3,13
3,18
3,21
3,23
3,25
3,26
3,35
3,37
3,39
3,41
3,46
3,49
3,50
3,52
3,54
3,55
3,58
3,62
3,63
3,67
3,68
3,69
3,70
3,71
3,72
3,73
4,2
4,5
4,7
4,9
4,13
4,18
4,20
4,21
4,23
4,26
4,29
4,35
4,37
4,41
4,46
4,48
4,49
4,50
4,51
4,52
4,54
4,58
4,62
4,63
4,67
4,68
4,69
4,70
4,71
4,72
4,73
5,2
5,4
5,6
5,7
5,8
5,12
5,13
5,15
5,16
5,18
5,19
5,21
5,23
5,26
5,27
5,28
5,34
5,35
5,36
5,37
5,39
5,41
5,42
5,43
5,44
5,46
5,48
5,49
5,50
5,51
5,52
5,53
5,54
5,55
5,58
5,60
5,62
5,63
5,67
5,68
5,69
5,70
5,71
5,72
5,73
5,76
6,5
6,7
6,9
6,10
6,12
6,13
6,16
6,18
6,19
6,20
6,21
6,23
6,26
6,28
6,37
6,39
6,41
6,43
6,44
6,46
6,49
6,51
6,52
6,53
6,54
6,58
6,62
6,67
6,68
6,69
6,70
6,71
6,72
6,73
7,1
7,2
7,3
7,4
7,5
7,6
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,37
7,38
7,39
7,40
7,41
7,42
7,43
7,44
7,45
7,46
7,47
7,48
7,49
7,50
7,51
7,52
7,53
7,54
7,55
7,56
7,57
7,58
7,59
7,60
7,61
7,62
7,63
7,64
7,65
7,66
7,67
7,68
7,69
7,70
7,71
7,72
7,73
7,74
7,75
7,76
8,2
8,5
8,6
8,7
8,9
8,10
8,13
8,16
8,18
8,20
8,23
8,26
8,35
8,37
8,39
8,41
8,44
8,46
8,49
8,51
8,52
8,54
8,58
8,62
8,67
8,68
8,69
8,70
8,71
8,72
8,73
9,4
9,5
9,6
9,7
9,8
9,12
9,13
9,14
9,16
9,18
9,19
9,20
9,21
9,23
9,26
9,27
9,28
9,34
9,35
9,36
9,37
9,39
9,40
9,41
9,42
9,44
9,46
9,49
9,50
9,51
9,52
9,53
9,54
9,55
9,58
9,60
9,62
9,63
9,66
9,67
9,68
9,69
9,70
9,72
9,73
9,75
9,76
10,4
10,5
10,6
10,7
10,8
10,9
10,12
10,13
10,14
10,16
10,18
10,19
10,20
10,21
10,23
10,26
10,28
10,30
10,35
10,37
10,41
10,42
10,44
10,46
10,49
10,50
10,51
10,52
10,53
10,54
10,55
10,56
10,58
10,60
10,62
10,63
10,66
10,67
10,68
10,69
10,70
10,72
10,73
11,2
11,5
11,6
11,7
11,13
11,16
11,18
11,23
11,26
11,28
11,34
11,35
11,37
11,39
11,41
11,44
11,46
11,49
11,50
11,52
11,54
11,55
11,58
11,60
11,62
11,63
11,67
11,68
11,69
11,70
11,71
11,72
11,73
12,2
12,5
12,6
12,7
12,9
12,10
12,13
12,15
12,16
12,18
12,19
12,20
12,21
12,23
12,25
12,26
12,28
12,35
12,37
12,41
12,44
12,46
12,49
12,50
12,52
12,53
12,54
12,58
12,62
12,67
12,68
12,69
12,70
12,71
12,72
12,73
13,1
13,2
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,32
13,33
13,34
13,35
13,36
13,37
13,38
13,39
13,40
13,41
13,42
13,43
13,44
13,45
13,46
13,47
13,48
13,49
13,50
13,51
13,52
13,53
13,54
13,55
13,56
13,57
13,58
13,59
13,60
13,61
13,62
13,63
13,64
13,65
13,66
13,67
13,68
13,69
13,70
13,71
13,72
13,73
13,74
13,75
13,76
14,5
14,6
14,7
14,8
14,9
14,10
14,13
14,18
14,20
14,23
14,26
14,35
14,37
14,41
14,44
14,46
14,48
14,49
14,50
14,51
14,52
14,54
14,58
14,62
14,67
14,68
14,69
14,70
14,71
